lepton_pT,lepton_eta,lepton_phi,met_magnitude,met_phi,jet_1_pt,jet_1_eta,jet_1_phi,jet_1_b_tag,jet_2_pt,jet_2_eta,jet_2_phi,jet_2_b_tag,jet_3_pt,jet_3_eta,jet_3_phi,jet_3_b_tag,jet_4_pt,jet_4_eta,jet_4_phi,jet_4_b_tag,m_jj,m_jjj,m_lv,m_jlv,m_bb,m_wbb,m_wwbb,label
0.764795,-0.216275,-0.50239,1.35173,0.606322,0.780585,-0.232729,0.010694,2.17308,0.747237,0.590655,1.39252,0,1.31821,0.0274804,-1.46747,0,1.11359,-1.06148,-0.811548,3.10196,0.927954,1.10667,1.18509,0.709382,0.855239,0.930364,0.851776,1
1.60426,0.423622,0.94812,0.729986,-1.12155,1.06274,-0.31987,-1.14251,2.17308,0.699898,-0.90526,0.809396,1.10744,0.623456,2.55251,0.0814516,0,0.586611,-0.241979,-0.221674,0,1.02043,1.13919,1.43521,1.25158,1.30674,1.00046,0.928055,1
1.38721,-0.621446,0.866,0.549423,1.36381,0.908652,-0.721903,-0.448986,2.17308,0.318032,-1.70761,-0.419654,0,0.593776,-1.07483,1.30908,0,1.00649,-0.402714,-1.54625,3.10196,0.694363,0.801065,0.98531,0.691309,0.854307,0.817118,0.705843,1
0.69452,0.196688,1.12512,0.721606,-0.201694,0.961143,1.24766,-1.65087,0,1.81414,1.29879,0.185213,0,1.44694,0.0374931,-1.27831,2.54822,1.00284,0.336,-1.70052,0,0.665556,0.862349,0.987284,0.543616,0.879661,0.828203,0.792477,1
0.753631,0.615494,-1.34634,0.179155,1.7048,1.02838,0.0475056,0.836159,2.17308,0.848464,-0.653674,-0.570016,1.10744,1.13276,0.352439,-0.196019,0,1.69241,0.346827,1.59688,0,1.5259,1.21208,0.979051,0.949672,1.40622,0.996062,0.850497,1
0.378829,1.34013,0.561936,1.06143,-1.68239,1.40498,0.579259,0.813984,2.17308,1.31771,0.125367,0.358874,2.21487,1.59253,1.96722,-1.02701,0,1.29347,0.189423,-1.26713,0,0.91433,0.878115,0.991578,1.53002,0.92291,1.32702,1.10411,1
0.657918,-1.3305,0.0292694,0.982018,0.936867,1.46059,0.1089,-1.36759,0,0.667163,-0.511854,-0.440738,2.21487,0.894615,-0.41399,0.638406,2.54822,0.970951,0.85818,0.745085,0,1.92449,1.40102,0.986542,0.53504,0.679059,0.984477,0.919012,1
1.86816,0.0194252,0.779997,0.637898,-1.45428,2.14132,-1.25267,-0.0814349,0,1.51802,0.639224,-0.500105,0,2.82364,-0.342991,1.64026,2.54822,2.81257,-1.02317,-1.70107,3.10196,1.02366,1.97162,1.36736,1.15594,0.986189,1.71834,1.49883,1
1.23348,-0.274713,0.346095,1.31057,-0.446089,0.708673,0.815924,-1.46072,2.17308,1.19029,1.22788,1.62943,2.21487,0.695636,0.0839158,-0.210442,0,0.502392,0.89066,0.101942,0,0.377678,0.952783,1.15234,1.25243,0.558258,1.16164,0.899831,1
0.418908,1.33526,0.92648,1.19052,-1.13146,0.799273,1.83388,-0.351416,0,1.04361,0.511974,0.480937,2.21487,1.17877,0.468951,1.46163,2.54822,0.785718,0.610832,-0.774369,0,0.843214,1.1467,0.988905,0.704987,0.911454,0.932964,0.811724,1
2.45671,0.525889,-0.511268,0.491276,-1.34134,1.15324,-0.222827,0.795689,2.17308,0.805908,1.12685,-1.54763,0,1.04038,0.969588,-0.579343,0,1.92681,0.977274,1.29223,3.10196,1.07773,1.02056,1.03411,1.53796,1.37519,1.23533,1.10765,1
0.375352,-0.718843,0.736163,0.818851,-0.455186,1.52324,-1.11601,1.50418,0,0.649158,0.144795,-0.304805,0,0.441336,-0.464054,-0.688072,1.27411,1.23286,-0.576774,0.359422,0,0.828603,0.767284,0.982579,0.611474,0.347175,0.656826,0.667594,1
1.24281,0.350575,1.28825,1.59329,-1.708,0.446952,1.10903,0.108264,2.17308,0.480951,-0.776067,0.344449,0,1.08569,-0.392144,-0.365768,1.27411,0.580039,0.495902,-0.744404,0,0.77253,0.720097,0.990541,1.23113,0.825129,0.936006,0.804029,1
0.471431,-0.708129,0.0875298,0.343217,-1.52139,1.074,-0.00596682,1.64776,2.17308,1.00156,0.437178,0.246244,1.10744,1.04354,-0.178236,-0.517765,0,0.807625,-1.48788,0.775051,0,0.905989,1.03204,0.997085,0.868853,1.49674,0.936711,0.800431,1
1.35628,-1.31686,0.177972,2.62436,-1.1963,0.881994,-0.984314,-1.43245,2.17308,0.956867,0.66448,-1.71574,0,0.401295,-1.47625,1.64359,0,0.388965,-1.72107,0.172971,0,1.35955,1.16768,2.46977,1.17083,0.518106,0.893068,1.0837,1
1.23989,1.0382,1.18005,2.12401,0.604496,0.510527,0.891181,-1.21624,2.17308,0.807923,1.63488,-0.871844,0,0.648394,1.06698,-0.461182,0,0.933953,0.133624,-0.438645,3.10196,0.785247,0.723609,1.11352,1.10277,0.546696,0.841665,0.772054,1
0.444346,0.405117,-1.12661,1.11513,0.61074,1.33765,-0.544652,0.637138,2.17308,0.745097,1.12977,-1.60755,0,0.993139,-0.837256,-1.18401,0,0.752128,-1.52703,-0.526876,0,0.918631,1.37208,0.987365,0.536331,0.844423,0.819381,0.723104,1
1.17053,0.252204,0.822721,1.65304,1.15009,1.37484,0.97139,-1.25616,2.17308,2.39229,2.04869,-0.306469,0,1.57813,0.398862,1.39007,0,0.566165,1.31623,-1.53626,0,0.80541,1.06478,0.977872,0.572939,0.840441,1.1304,0.936938,1
0.667434,-1.33244,-0.711576,0.87652,0.898655,0.751179,-0.432756,0.663194,0,0.736032,-0.534195,-0.648802,2.21487,0.72795,0.335144,0.202939,0,3.02506,-0.648397,-1.5013,3.10196,0.768271,0.929537,1.05212,0.97566,0.948367,0.971987,0.865776,1
1.01479,0.316486,-0.997884,0.95779,0.172655,1.24879,-0.330762,1.28687,0,0.693099,1.63877,-0.987803,0,1.83472,0.222274,0.207377,2.54822,1.21533,0.372644,-0.665606,3.10196,0.454364,0.667022,1.18852,0.850815,0.816241,0.835184,0.76795,1
0.749239,0.17039,-1.28586,0.730347,1.38594,0.49248,0.633722,1.05846,0,0.761716,0.837384,0.171897,2.21487,1.66507,1.12524,-0.797355,2.54822,0.849004,-0.365237,1.08691,0,0.559544,0.744962,0.979108,1.2723,0.944701,0.977918,0.863426,1
1.676,-0.182186,-0.484635,0.958415,1.09901,0.493488,0.861475,-0.319262,0,1.31393,0.218619,1.08848,2.21487,0.535645,0.232286,-1.12187,0,1.34142,0.913979,-1.67222,3.10196,0.998768,1.19264,1.73784,1.25563,0.906777,0.98056,0.94286,1
1.37623,-0.850329,-0.8969,0.55967,-0.0620188,0.831152,1.15062,0.248521,0,1.12998,0.236104,-1.59645,2.21487,0.958892,-0.556899,1.18704,0,1.15813,0.143618,0.757848,3.10196,2.0151,1.1454,0.995641,0.981848,0.880656,0.964355,0.977287,1
0.764063,1.59141,1.3049,0.631725,-0.0776571,0.642991,-0.0614197,-1.07765,2.17308,0.430842,-0.959657,0.648496,2.21487,0.674386,1.52848,0.140808,0,0.655739,0.570023,1.58522,0,0.802811,0.939727,0.987019,1.27339,0.858858,1.04814,0.852779,1
0.656637,1.03625,0.00263603,0.551168,-1.1551,0.365055,-0.160443,0.363831,2.17308,0.501851,-2.29918,0.589684,0,0.446605,-1.50265,-1.68216,0,1.28276,-0.86743,1.13463,0,0.892654,0.843316,0.98864,1.27559,0.794576,0.925507,1.32385,1
0.492843,0.387585,0.924816,1.14956,0.377423,0.914057,0.382203,-1.32324,1.08654,0.564425,0.633396,-0.534505,2.21487,0.622578,-0.108147,-1.01148,0,0.919349,1.24128,-1.62727,0,0.903472,0.957402,0.988026,1.24931,0.704342,0.898637,1.15122,1
2.51015,0.206427,1.07685,0.164547,-0.322557,1.06777,-0.953617,-0.159602,0,0.607359,0.726648,1.64275,2.21487,1.0539,1.01055,-0.898871,0,0.444218,0.442601,-1.31652,3.10196,0.848881,0.752965,0.988617,0.661094,0.220402,0.770423,0.856985,1
1.26349,0.98755,-0.617249,0.615399,0.308758,1.29468,1.18528,0.629931,2.17308,0.987083,1.04526,-0.96561,0,0.951692,-2.62498,-1.4941,0,0.870667,1.70766,-0.418668,0,0.83718,0.734511,0.988023,1.04068,0.96612,0.908458,0.79478,1
0.759854,0.831715,1.73214,0.826457,1.08486,0.781226,0.988224,0.709207,2.17308,1.46375,-1.09079,-0.452389,0,0.608177,-0.579656,-1.6877,0,1.58215,-0.386891,-1.06681,3.10196,0.771097,0.837389,0.97689,0.847967,1.50511,1.22296,1.0619,1
0.556531,0.144093,-0.880809,1.78107,-0.17205,0.740369,0.958517,1.16878,2.17308,0.500466,-0.0611363,-0.618286,0,0.975225,0.726551,-1.53571,1.27411,0.551804,0.388468,0.783374,0,0.822643,0.841852,0.979401,1.10527,0.690294,0.82818,0.780026,1
0.555799,-0.20751,-1.66927,1.33446,0.758466,0.638594,0.615898,-0.221692,2.17308,0.565684,-0.386546,-0.870179,0,0.654365,0.340606,-1.69935,0,0.877726,0.410121,1.24506,3.10196,0.821649,0.706012,0.987882,0.586469,0.769512,0.681805,0.660778,1
0.988798,-1.78729,-0.246599,0.847959,-1.58599,0.471411,0.120783,-1.33266,2.17308,0.853626,0.496432,0.237367,2.21487,0.708983,-0.976524,0.768214,0,0.87943,0.347659,1.66291,0,0.948629,0.909525,1.18505,1.09302,0.940079,1.09687,0.928589,1
0.507301,1.44824,-0.0196611,1.08317,-1.09156,0.538284,-0.297094,-0.547665,0,1.14232,0.997661,1.09624,2.21487,0.586224,-1.05663,0.449241,0,0.923487,1.29958,-0.994114,3.10196,0.908635,1.10499,0.988235,1.11393,0.916866,0.985839,1.10201,1
0.671643,-0.655535,-1.59214,1.34216,0.352634,1.01995,0.468353,1.51139,0,0.859543,-0.666302,0.0642597,2.21487,1.15313,1.38739,-1.04366,0,0.777442,-1.82018,1.09967,0,0.744631,0.824778,1.29362,0.843817,0.682213,0.763425,0.723012,1
0.916144,1.68978,-0.63445,0.552489,1.14657,0.747515,1.31302,-0.86477,2.17308,1.02699,1.1356,-1.46218,0,1.63626,1.64772,0.379899,0,1.19537,0.610832,1.03863,3.10196,1.14987,0.92582,0.987268,0.729203,1.03459,0.738288,0.660543,1
1.19285,0.712891,-1.36742,1.37098,1.46315,1.2356,-0.611987,-0.82042,2.17308,1.72488,0.457577,0.153587,2.21487,1.21495,-1.62462,0.69166,0,0.415009,-1.90763,0.884368,0,0.884237,1.40776,0.986875,1.44307,2.05934,1.47373,1.46787,1
1.89835,0.517123,0.948675,1.76028,0.20304,1.24302,0.148509,-1.35262,2.17308,1.32665,-0.171873,1.63609,0,1.65102,0.432541,-0.0678748,0,0.932736,0.777396,0.583051,0,0.821023,0.587573,1.57532,1.75992,0.921646,1.16117,1.0024,1
0.814024,0.461607,-0.229954,1.43649,-0.243777,1.47543,-0.0257714,-1.24618,0,0.756932,-1.23941,1.23828,0,1.51438,-1.12216,0.799279,2.54822,1.27059,-0.318599,0.890472,0,0.709124,0.619345,0.977071,2.11537,0.703466,1.46046,1.29182,1
0.336737,-0.0536224,0.804965,1.14525,-0.355376,0.737621,1.13973,1.33399,2.17308,1.05822,1.22982,-1.5787,0,1.61888,0.0393136,-0.00518998,2.54822,0.368762,0.869007,-0.758277,0,0.555933,1.23785,0.987924,1.56713,1.49982,1.1575,1.11202,1
0.70184,0.185974,1.24164,1.40644,-1.60326,1.5521,-0.552574,-0.570951,0,2.40073,0.628539,0.935343,2.21487,1.61466,1.04423,0.59791,2.54822,2.64072,0.268541,-0.750508,0,0.839034,0.88584,0.984291,1.43597,0.819496,1.17548,1.08115,1
0.820613,0.709969,1.12013,0.679457,-1.00367,0.748797,0.279219,-1.35872,2.17308,0.610632,-0.901374,0.433222,0,0.81822,0.695603,0.263405,0,0.870424,1.1505,-1.4275,3.10196,0.926914,0.95137,0.988674,0.717482,0.496176,0.727744,0.666927,1
1.13557,0.718735,1.36649,0.625628,-1.0062,0.707574,0.727794,0.126558,1.08654,0.814973,-0.432201,1.48962,0,1.08464,1.12342,-0.75464,2.54822,0.370222,1.20463,-0.0940442,0,1.05504,1.03983,0.987527,0.756892,0.825967,0.810134,0.736531,1
0.996668,1.0791,-1.14603,0.727595,0.203869,0.482678,-1.04076,1.02409,2.17308,0.472264,-0.340892,-0.340869,2.21487,0.810317,1.12524,1.25194,0,0.749451,2.0208,-1.21885,0,0.870692,1.06526,1.10669,1.21714,0.708287,1.02588,0.901432,1
3.07089,-1.0383,0.675683,0.619694,0.674505,3.12692,-0.649616,-1.4707,0,2.36056,-0.479798,0.0964399,1.10744,0.442039,0.150364,-1.29384,0,0.974359,-2.29239,-0.00525859,0,0.953777,1.24876,0.978655,1.40186,1.13707,1.73837,1.73545,1
0.708245,-0.807474,1.18893,0.346974,0.75538,0.658748,-0.668431,-0.939056,0,0.864202,0.620768,1.06406,1.10744,1.34227,-0.437657,-0.33914,2.54822,1.05128,0.523385,0.287838,0,0.954014,0.970091,0.998037,0.626289,1.28316,0.932636,0.819829,1
0.357051,-1.02857,1.04023,1.08128,-1.18297,0.854604,0.32279,0.924305,0,0.286682,1.5086,0.631851,0,0.517732,-1.31696,-1.11744,2.54822,0.726327,0.643312,-0.322668,3.10196,0.739063,1.1191,0.987302,0.633154,0.704261,0.728589,0.686527,1
0.912483,-1.2107,-0.672736,2.70236,-0.547507,1.06347,-0.717942,0.672618,2.17308,1.06338,0.718877,1.42026,0,0.774139,0.523566,-1.64943,2.54822,0.669613,1.08054,1.35049,0,0.661567,1.25249,0.992127,1.83266,1.25678,1.55546,1.55704,1
1.83558,-0.14128,0.591899,0.575316,-0.10419,0.407377,-0.466424,-0.892489,0,0.870119,-0.865434,-1.67024,2.21487,0.433609,-1.77481,0.675018,0,1.65541,0.216073,-1.08789,3.10196,0.964639,0.931931,0.979425,1.04384,0.852964,0.892673,0.791951,1
0.485157,0.618416,-1.63875,0.947773,-0.102015,1.24925,0.58223,-1.3626,0,2.28842,0.407066,0.612432,0,1.93552,-0.389414,-0.654233,2.54822,2.62271,-0.172855,-1.18556,3.10196,0.899773,0.932537,0.988525,0.782711,0.815277,0.938416,0.840164,1
0.570439,0.720683,0.778887,0.600853,1.65753,0.525642,1.12488,-0.772189,0,0.631028,1.03749,0.235147,0,1.17456,-0.104506,1.59921,2.54822,1.12138,-0.222825,-0.683364,0,0.897409,1.02094,0.984984,0.570562,0.593734,0.716909,0.66671,1
0.515171,-1.14252,-1.55108,0.607763,-0.137934,2.46936,-0.341655,-1.44964,0,1.10417,0.222505,-0.0357125,0,1.79327,-1.32242,0.448686,2.54822,1.45265,-0.61092,1.16904,3.10196,1.41458,1.56016,0.986623,0.85145,0.872416,1.51751,1.47486,1
0.702938,-0.75975,1.21834,1.35236,1.48629,0.366429,0.444588,1.16102,0,0.757939,-0.263182,-0.379707,2.21487,0.550046,0.623693,0.542991,0,1.56949,1.0414,-0.47083,3.10196,0.437949,0.770356,0.979621,0.995311,0.826938,0.918505,0.744862,1
1.05267,-1.48828,0.202386,1.03928,-1.23253,0.349848,-2.44391,-1.18797,0,0.847331,0.0962263,1.42637,2.21487,0.87916,-0.800846,0.445358,2.54822,0.798132,-0.847442,-0.591803,0,0.760077,0.829553,1.39318,1.24696,0.84925,0.872652,0.811191,1
0.505654,-1.98111,-0.869157,0.332296,1.41762,1.31154,-0.825877,1.6644,2.17308,0.989853,-1.35792,0.0875626,0,0.66859,-1.8622,0.394322,0,0.788396,1.35954,0.0902892,0,0.534074,0.49571,0.985778,0.838623,0.900093,0.920445,0.772306,1
0.582152,-0.450028,-0.397522,1.70391,0.139169,2.50564,0.479246,-1.05658,2.17308,3.25095,1.37261,0.854892,0,1.58814,2.15473,-0.416803,0,1.12551,0.0378492,0.537548,0,1.00672,0.864436,0.986487,2.59602,1.08617,1.69949,1.36399,1
0.664689,0.933982,1.0946,1.05211,-1.6465,0.637037,1.84972,0.0350865,0,0.974997,0.258446,-0.404674,2.21487,0.828055,-0.152749,-1.70268,2.54822,0.531845,1.57774,1.27947,0,0.800647,1.07771,0.98878,0.543231,0.903632,0.890549,0.850335,1
0.487353,0.0428005,-0.651096,0.156855,-0.17434,0.763454,0.427754,-1.46405,2.17308,0.740313,0.0855412,-0.138356,2.21487,0.891981,-1.60369,0.528014,0,1.63862,-0.709193,1.04862,0,0.870408,1.10006,0.850739,0.940804,1.04679,1.05805,0.870771,1
0.728559,0.406091,-1.29252,0.644911,1.19215,0.751454,0.714921,1.38665,2.17308,0.907386,0.534316,-0.570571,2.21487,1.36282,-0.315683,-0.311404,0,0.861175,-0.667552,0.766172,0,1.02386,0.937479,0.990003,0.650561,1.1967,0.922372,0.854163,1
2.35954,-0.588331,-0.550108,0.371027,-1.58118,1.10268,-0.627831,1.26691,2.17308,0.562915,-1.42106,-0.493447,0,1.23673,0.190415,1.46607,0,1.66271,-0.617583,0.266196,3.10196,0.926265,1.07254,1.03758,0.873115,1.12773,1.0056,0.852196,1
1.04736,-0.156863,0.0337083,0.452385,1.2929,0.73469,-0.670411,-0.557092,2.17308,0.727848,1.1424,0.579142,0,0.791174,1.04514,1.59477,0,0.688112,0.872338,-1.21497,3.10196,0.922929,0.676666,0.986893,0.831046,0.843965,0.887825,0.764763,1
0.510046,-0.501648,1.28326,1.42757,0.219956,2.54393,0.0989976,-1.21236,0,0.743964,-0.488541,0.403816,0,0.902869,0.148543,-0.112808,2.54822,3.32226,-1.21971,0.835536,1.55098,3.03719,1.88592,0.98697,0.879688,1.56141,1.92853,1.50952,1
0.65444,-1.13668,0.0531284,0.68972,-1.69893,1.92256,-1.04274,1.30017,0,1.34553,-0.194214,-0.178304,0,2.38968,-1.26416,-0.493357,1.27411,1.87521,-0.951545,-1.13895,3.10196,0.827876,1.16835,0.985529,0.876962,0.910783,0.95299,0.853329,1
0.947804,-0.750984,-0.938514,1.03503,1.71473,0.9627,0.520836,0.619952,2.17308,0.440033,-0.757611,-0.457938,0,0.682816,0.895858,-1.2883,2.54822,0.533792,1.89838,1.30777,0,0.744816,0.750934,0.990911,0.748306,1.02565,0.90247,0.81727,1
2.54913,-0.524049,1.71605,2.15569,-1.2695,1.8512,-2.41223,0.411507,0,1.47987,0.195306,-0.645473,0,0.567959,0.79573,-0.816216,2.54822,0.809329,0.908149,0.271191,3.10196,1.10914,0.849699,1.41919,1.10506,0.434002,0.995907,0.945799,1
0.634127,2.17774,-0.858059,0.965804,-0.583143,2.77487,1.46155,1.18708,0,1.00975,0.737333,-0.567242,0,0.956961,0.092108,-1.13574,2.54822,2.61273,-0.70836,-0.584589,0,0.915649,0.723219,0.98935,0.69138,0.517313,0.588392,0.588797,1
1.24464,2.11248,0.378277,0.707651,1.64595,0.332168,-2.52907,1.46316,0,0.776069,1.14142,-0.440183,1.10744,0.47207,-0.203723,-1.56455,1.27411,0.652088,-0.0346064,0.174636,0,0.603396,0.548011,1.18285,1.06133,0.731894,0.816764,0.692205,1
0.919072,0.193766,-0.97569,0.734877,0.382017,0.619082,-0.241642,-0.367493,0,1.30272,-0.0222813,1.67105,2.21487,0.822786,0.661924,0.926868,1.27411,0.745556,1.6427,1.38046,0,1.74241,1.12293,1.07077,0.9273,0.803552,0.920025,0.804685,1
0.538962,-0.549373,0.492579,1.73075,-1.44973,0.562102,0.147519,1.1893,1.08654,0.697757,0.482833,-0.384145,2.21487,0.690894,-0.211915,-0.0434666,0,0.544258,0.979772,-1.32817,0,0.806806,0.745007,1.31678,1.00486,0.925036,0.790343,0.687733,1
1.50379,-0.0799196,1.62616,1.06052,-0.971487,1.7005,1.53978,0.940936,0,1.55793,-1.2093,-0.349191,2.21487,0.953624,0.701064,-0.228748,2.54822,1.03764,-0.640069,1.25449,0,0.834388,1.14469,1.25718,1.01729,1.54362,1.15835,0.998836,1
1.60133,0.205453,0.103621,0.108765,-1.54442,1.66643,-0.457512,-1.54443,0,1.58827,0.040858,1.06573,2.21487,1.75147,-0.170954,-0.326936,0,2.02539,0.564193,-0.577375,0,1.03671,0.985946,0.987399,1.01204,0.487709,1.06149,0.881365,1
0.435745,1.22617,1.02025,0.521459,-0.517231,1.35615,0.53866,-1.59876,0,0.735151,-0.00965346,0.175781,0,0.883024,0.235927,1.15098,2.54822,1.06564,2.31312,0.267306,0,0.801822,0.793619,0.995836,0.746011,0.971572,0.632954,0.594338,1
0.875882,-0.925324,-1.72864,1.20749,-1.27411,0.399774,-0.66348,1.02243,0,1.07685,-0.109705,-0.0235063,2.21487,1.04495,0.515374,-1.28663,0,1.64884,1.06139,0.476508,3.10196,0.722817,0.897098,1.00091,1.32648,1.0436,1.04695,0.848595,1
1.43461,0.393429,0.263976,1.02349,-0.160965,1.00951,-0.169355,1.41493,2.17308,1.09209,-0.948972,-1.25911,2.21487,0.520015,-1.34973,0.454789,0,0.935901,0.0694965,-1.40475,0,1.01452,0.925163,0.998216,1.64359,1.21314,1.32262,1.07554,1
1.61085,-1.16784,1.4192,0.335019,-1.1105,0.684123,-0.301055,-0.237214,2.17308,0.465213,-1.41717,-0.54782,0,0.576565,-0.160941,-0.687517,0,0.654522,-1.57283,1.51641,0,0.900833,1.02585,0.989451,1.04059,0.845995,0.897768,0.780876,1
0.902784,0.807366,-1.00843,0.494439,-0.412576,0.724338,-0.10796,0.934283,2.17308,0.708459,0.311871,-1.54374,1.10744,0.613972,0.582732,0.815366,0,1.20608,-0.478501,-0.400356,0,1.04301,0.877186,0.987676,1.25253,0.861363,0.89601,0.836468,1
0.717945,-2.14279,0.263421,0.519092,-1.50433,0.63951,-1.51211,1.171,1.08654,0.651173,-1.48808,-1.5271,0,1.19791,-0.662488,-0.494467,2.54822,0.741418,-1.1814,0.0858499,0,0.900447,0.803052,0.989264,0.684772,1.1762,0.707391,0.628823,1
0.277442,-1.79216,-1.32414,0.678365,0.779357,0.67826,0.014828,1.18486,0,0.491024,0.180736,-1.58147,0,1.48137,-0.748962,-0.264251,2.54822,1.14596,0.234395,-0.89534,1.55098,0.874049,1.03457,0.980151,0.702446,0.788358,0.72977,0.653262,1
0.533655,1.3898,0.768345,0.365454,-1.33074,0.537918,-0.116873,1.73037,2.17308,0.367512,-0.597335,-0.171091,0,0.45925,-1.69744,-0.145538,0,0.752615,-0.838281,0.519791,0,0.464955,0.88205,0.993015,0.662175,0.55336,0.660684,0.63795,1
0.721422,0.577509,0.266195,0.972389,-0.725369,1.13776,-0.254515,0.999145,2.17308,1.13477,0.440093,-1.08545,0,0.514922,-0.701629,-0.144428,2.54822,0.802757,-0.533468,-1.11342,0,0.715244,0.71801,0.983394,1.30501,0.854955,0.896215,0.883094,1
1.09677,0.68075,1.29713,1.37212,0.567305,0.933386,0.0366131,-0.983961,2.17308,0.679753,0.846127,-0.211593,2.21487,0.743405,-0.531412,1.70738,0,0.868964,-0.0221141,-0.37483,0,0.881654,0.834267,1.0381,1.29943,0.904628,0.927532,0.81313,1
1.0351,1.04696,1.43085,0.462226,0.160802,0.848741,-0.226788,-1.54998,2.17308,0.704178,0.323528,-0.0873114,2.21487,0.730058,0.714718,0.75601,0,0.820282,0.0778247,-0.654508,0,0.869422,0.943373,0.985697,0.737994,1.14825,0.766943,0.670173,1
0.692323,0.539525,-0.531243,1.2781,-1.29332,1.53515,0.164353,-1.46959,0,1.47093,-0.73527,0.0742467,2.21487,2.20861,-1.33061,0.637296,2.54822,0.454928,0.510893,0.62023,0,1.24781,1.86613,0.985154,1.61619,1.15825,1.61027,1.33564,1
0.48534,0.212271,-0.199991,1.90816,0.257031,0.802204,-0.635753,1.64776,2.17308,0.868734,0.125367,-1.06271,2.21487,0.730058,-0.800846,0.742141,0,0.563488,-1.51786,-1.22662,0,0.774532,0.925358,0.991034,1.69471,0.926276,1.21679,1.11702,1
1.15735,0.866778,-0.517927,0.963176,-0.39237,0.319343,0.849592,-1.46793,0,0.89467,1.43284,1.36755,0,0.740595,1.90077,1.56703,0,1.20097,0.347659,0.464855,3.10196,0.721126,0.969451,0.980284,0.753839,0.473042,0.682549,0.774387,1
0.937007,-1.09966,-1.09055,0.73856,1.55295,1.11541,-0.748639,-1.65753,2.17308,1.38859,-0.31855,0.297288,0,1.45748,0.79391,-0.77461,0,2.4993,-0.112059,1.02254,0,0.959555,1.1639,0.986772,0.659096,0.649758,1.07493,0.908238,1
0.599172,-0.498726,0.117492,1.37391,-0.984285,1.01446,-0.507023,1.02465,2.17308,1.12218,-0.789667,-0.525072,2.21487,0.919202,-0.917358,0.195727,0,0.819065,-1.32632,1.69066,0,0.975485,0.948264,1.05219,0.655945,1.56449,0.925242,0.813488,1
0.429522,1.52421,-0.995665,0.377513,0.658021,0.792494,-0.226788,-0.690696,2.17308,1.34226,-0.791609,0.628522,0,0.456615,0.704705,-1.64222,0,0.599512,-0.986523,1.41708,3.10196,1.50254,0.895723,0.994497,0.776313,0.779532,0.832159,0.753393,1
0.305076,1.1726,-0.190003,0.257212,1.04199,1.54257,0.999117,-1.67471,0,2.16554,0.50226,0.170787,2.21487,1.18421,-0.160941,-1.68382,2.54822,0.717077,-0.441857,0.325017,0,0.918538,0.930606,0.987151,1.03928,1.7971,1.23069,0.969886,1
0.407744,-1.29056,0.0958527,1.09133,-0.295748,1.4179,0.673331,1.50695,2.17308,0.599301,-0.509911,0.252347,0,0.449239,0.1713,-1.38537,0,0.400405,0.377641,-0.516332,3.10196,0.843561,1.20334,0.985138,0.472255,0.777113,0.890775,0.768202,1
0.813292,0.110004,1.0197,0.79647,-0.481503,0.546987,1.1833,-1.26115,0,0.703171,-1.389,1.38975,2.21487,0.99788,1.61313,0.52524,0,1.15984,-0.234484,0.0703124,3.10196,0.649737,0.829687,1.08842,0.939841,0.903506,1.04727,0.863257,1
0.46649,-0.731505,-0.381986,1.82482,0.994965,1.03589,1.1328,-1.16968,2.17308,0.702038,-1.457,0.794971,0,1.40761,-0.127262,-0.782931,2.54822,0.525759,0.371811,0.947073,0,0.903994,1.12585,1.20941,1.82894,1.15447,1.28933,1.16576,1
2.06544,-0.544503,-0.906887,0.42784,0.718689,0.97809,-0.842711,1.03518,2.17308,0.897314,-1.60173,1.69047,2.21487,0.514571,-0.34026,0.773761,0,0.793994,0.141119,-0.095709,0,0.994161,1.10317,1.29507,1.08432,0.951923,0.977883,0.886638,1
0.659565,-0.712025,1.60619,0.470762,-0.562486,1.1352,0.340614,0.403746,0,1.73029,-1.12868,-0.871844,2.21487,1.47803,-1.25233,0.957933,0,1.46263,-0.184515,-1.36868,3.10196,2.51913,1.79185,0.984652,1.04942,0.936026,1.53828,1.19897,1
1.11105,1.56024,-0.689381,0.659864,-0.530101,2.3173,-0.740717,0.778504,1.08654,1.04739,-0.11359,-0.51675,1.10744,2.35737,0.694693,-1.52739,0,1.71042,0.649141,-0.207246,0,0.964027,1.49087,0.991749,2.49223,2.23341,2.09344,1.75357,1
1.80191,0.827819,-1.46841,1.53605,1.43898,1.15865,1.38036,0.150951,2.17308,0.651802,0.227362,-0.712053,2.21487,0.779408,0.288722,-0.0246057,0,0.673994,1.72931,0.605248,0,0.905823,0.801839,1.14786,1.64559,1.19166,1.16705,0.964503,1
1.63208,1.19598,0.551949,0.288347,0.171298,0.768218,1.27737,-1.2994,2.17308,1.13678,1.30559,1.26325,0,0.45802,0.967767,-0.375753,0,1.48381,2.03496,-0.691687,0,0.724855,0.827066,0.980515,0.844283,1.29142,0.961628,0.928507,1
0.969033,0.322329,0.500347,1.20984,-0.313499,0.644915,-1.39823,1.2148,2.17308,0.648781,-0.395289,-0.354739,0,1.27115,1.24357,-1.6927,0,1.18004,1.07305,-0.683919,0,1.06747,0.84365,1.00334,1.31082,1.01614,1.24149,1.08796,1
